onTimeDeliveryRate,financialScore,defectRate,disputeFrequency,geopoliticalRiskFlag,totalShipments,averageDelayDays,daysSinceLastShip,activeShipmentCount,categoryRisk,riskScore,riskTier
7.46,0.45,22.59,17.06,1,7,19.95,165.0,40,3,92.1,critical
65.27,70.21,8.55,4.12,0,93,3.04,67.5,9,2,28.52,low
33.44,28.88,19.37,12.82,1,55,11.07,115.8,36,2,68.92,high
76.49,74.4,9.6,9.68,1,112,5.78,86.7,15,0,36.2,medium
14.97,2.09,23.08,19.56,1,4,17.93,162.4,43,3,90.63,critical
89.91,89.82,0.07,2.3,0,165,0.51,29.1,9,1,10.04,low
82.43,98.4,2.6,2.65,0,126,0.99,23.0,0,2,12.78,low
79.97,45.65,6.16,6.1,0,115,5.12,37.7,10,3,31.29,medium
82.58,75.38,2.35,2.19,0,260,0.13,5.9,8,0,11.83,low
10.57,4.64,26.79,16.52,1,6,16.35,168.2,49,3,90.99,critical
46.59,22.09,19.43,13.14,0,11,13.82,130.9,35,2,61.94,high
6.47,2.27,27.48,16.68,1,2,18.38,161.7,40,3,93.13,critical
11.12,6.73,25.88,17.38,1,3,19.15,162.9,42,3,91.54,critical
0.0,4.16,29.6,18.02,1,3,17.5,172.3,43,2,94.46,critical
4.45,4.49,22.3,19.36,1,2,19.77,155.9,47,3,93.36,critical
27.5,41.55,15.29,14.84,1,58,9.9,62.8,33,2,64.9,high
4.15,14.4,28.33,19.12,1,2,18.52,178.5,42,3,93.68,critical
10.48,8.33,29.29,19.64,1,1,17.68,173.3,47,2,92.55,critical
28.35,24.26,17.77,13.63,0,45,11.8,123.9,37,0,60.7,high
5.47,9.71,24.3,16.04,1,5,17.49,154.7,48,3,90.12,critical
13.45,5.25,27.77,19.59,1,6,16.27,160.9,40,3,91.31,critical
39.83,38.6,21.12,14.13,1,33,13.05,65.5,31,2,67.2,high
79.51,57.92,5.04,5.31,1,141,7.71,77.5,14,3,38.68,medium
96.58,95.61,1.39,0.42,0,271,2.76,2.7,2,1,6.0,low
97.55,78.36,4.86,1.98,0,280,1.33,21.3,5,0,9.63,low
58.27,50.9,9.04,7.01,0,101,5.06,31.7,22,1,35.23,medium
51.21,40.84,17.08,14.32,1,36,12.16,72.3,26,3,63.01,high
11.74,3.46,22.65,16.01,1,4,19.52,172.2,47,2,89.29,critical
40.73,39.55,20.97,13.68,1,10,8.63,139.5,33,3,67.33,high
63.85,63.5,8.62,7.96,0,112,5.44,29.7,21,2,33.31,medium
38.16,47.63,16.13,11.57,0,16,9.84,68.4,28,1,51.13,medium
6.32,3.45,27.13,19.82,1,7,17.45,162.9,48,3,94.39,critical
67.58,49.06,13.28,9.15,0,98,6.6,63.5,24,3,41.06,medium
13.81,11.87,29.84,17.58,1,6,19.25,171.6,44,3,92.34,critical
86.81,75.15,0.33,0.07,0,296,1.74,24.3,7,1,11.09,low
52.62,39.46,16.5,13.39,0,37,13.26,138.9,25,3,56.26,medium
1.52,13.95,22.7,16.95,1,7,18.72,157.1,40,3,90.05,critical
64.08,70.77,14.1,8.33,0,122,5.06,51.7,5,3,34.87,medium
88.56,89.46,3.99,0.51,0,151,2.7,22.2,6,1,12.44,low
94.49,83.3,3.74,1.54,0,248,0.87,17.0,2,0,8.49,low
9.04,10.18,28.24,17.13,1,2,19.7,164.8,48,3,93.22,critical
90.78,84.01,4.21,1.28,0,273,1.47,0.0,5,0,9.15,low
10.59,4.7,28.15,19.42,1,2,19.71,153.7,43,3,94.32,critical
96.0,75.97,3.24,0.03,0,223,2.49,13.2,8,1,11.52,low
4.53,1.11,27.98,16.07,1,5,17.02,155.7,45,3,93.1,critical
65.94,62.75,8.1,4.16,0,74,5.65,75.3,15,1,30.67,medium
85.7,85.24,3.74,0.58,0,146,1.7,19.6,7,0,11.91,low
73.43,45.77,11.06,6.67,0,101,6.79,38.3,18,2,35.79,medium
37.08,20.67,14.28,9.22,0,53,13.48,67.7,31,1,56.1,medium
86.11,76.92,2.08,0.47,0,108,1.59,25.8,2,0,12.66,low
2.74,5.79,27.96,18.99,1,7,16.4,177.3,43,3,94.03,critical
39.35,45.43,13.55,9.67,0,39,12.64,108.5,23,1,50.97,medium
53.16,48.2,16.38,13.26,0,32,8.3,62.2,38,3,50.88,medium
78.25,56.53,14.77,9.43,1,125,4.05,78.5,12,1,41.02,medium
33.65,42.33,20.7,14.68,1,14,8.05,64.2,29,2,65.03,high
45.6,47.68,20.82,14.84,1,41,8.64,108.0,25,2,62.23,high
51.6,46.5,14.5,13.23,0,41,12.13,85.6,37,2,51.92,medium
58.35,66.21,11.59,9.05,0,115,5.92,53.7,18,1,35.16,medium
58.76,50.31,11.84,7.31,0,35,7.52,30.0,14,1,38.36,medium
36.18,38.2,12.22,13.71,0,36,9.84,138.4,38,2,55.93,medium
98.04,93.36,2.41,2.83,0,281,0.97,9.2,1,1,6.62,low
32.88,32.94,16.1,9.15,0,18,13.54,74.8,28,3,58.71,medium
72.98,66.56,14.13,4.78,1,80,3.79,52.6,24,3,41.24,medium
47.01,23.26,20.26,13.45,1,45,8.7,92.4,35,1,64.46,high
92.34,98.89,1.49,1.88,1,296,2.1,14.7,5,2,16.23,low
27.62,32.4,21.86,12.87,1,51,10.01,113.5,34,3,71.3,high
60.68,51.34,14.57,5.54,0,127,5.81,47.6,20,1,36.76,medium
85.6,83.84,4.56,2.81,0,271,2.91,13.1,5,1,13.76,low
47.35,21.2,13.45,8.33,0,55,8.22,81.4,20,2,50.49,medium
32.39,25.6,14.48,8.13,1,50,11.93,126.5,21,2,64.73,high
92.56,92.85,4.11,2.92,0,161,1.16,11.3,7,1,11.0,low
28.74,45.29,20.14,13.86,1,46,11.07,68.2,36,3,68.28,high
6.56,12.42,22.14,17.1,1,5,17.31,162.3,44,3,88.65,critical
56.2,55.5,11.68,4.42,1,140,6.02,50.1,7,2,43.39,medium
94.05,77.43,1.93,2.28,0,131,2.48,1.0,1,1,12.59,low
2.37,1.55,27.43,18.45,1,6,19.94,167.4,46,2,95.18,critical
28.25,28.87,17.6,10.6,0,31,9.32,101.7,33,3,60.19,high
64.49,57.54,13.32,6.84,0,93,6.47,33.9,20,0,34.09,medium
87.11,79.25,1.6,1.47,0,229,1.54,20.0,5,0,10.76,low
1.46,2.12,28.6,17.93,1,5,19.56,157.7,41,3,96.06,critical
14.92,14.13,23.57,17.65,1,6,16.35,160.1,43,3,86.72,critical
91.4,92.69,2.09,2.68,0,276,2.38,13.6,4,2,10.55,low
65.72,52.29,5.32,9.74,0,144,4.08,31.9,14,3,33.84,medium
14.77,5.73,28.28,18.45,1,2,19.55,171.4,46,2,92.0,critical
56.38,51.69,11.81,5.36,0,50,4.07,20.7,21,2,37.07,medium
58.9,69.86,11.4,4.52,0,67,4.13,41.8,20,0,30.16,medium
48.94,35.5,15.25,13.92,0,48,12.74,86.7,31,1,53.66,medium
72.37,50.31,12.24,5.37,0,48,7.26,52.8,15,2,36.18,medium
58.44,45.78,10.68,4.7,0,139,4.43,45.8,20,2,36.33,medium
64.34,48.26,13.04,9.62,0,113,6.26,69.7,8,1,37.82,medium
8.57,3.77,29.65,18.86,1,4,19.25,162.3,47,2,94.23,critical
4.4,9.16,23.76,16.27,1,4,16.62,155.2,41,3,89.25,critical
54.77,32.05,20.94,11.44,0,51,10.84,107.9,22,2,54.32,medium
26.22,37.19,16.32,8.88,0,39,13.06,93.5,39,2,58.77,medium
85.54,84.42,2.52,2.31,0,140,0.71,20.1,5,3,15.72,low
46.89,32.31,18.93,12.76,0,29,9.7,74.8,21,3,55.86,medium
64.32,48.24,8.06,4.31,0,110,6.62,80.0,13,2,35.07,medium
25.72,25.5,16.81,13.5,1,22,13.89,129.3,30,3,73.66,high
47.2,28.22,20.96,9.33,0,18,9.93,103.6,28,3,57.24,medium
13.88,8.52,26.18,17.03,1,4,19.57,165.7,43,3,90.95,critical
91.69,88.66,3.46,1.32,0,216,0.49,16.2,7,1,9.81,low
96.1,86.45,0.85,2.58,0,272,2.65,26.2,5,0,7.93,low
37.51,30.96,16.42,9.37,1,11,9.2,91.2,26,2,62.67,high
12.69,0.9,27.04,18.85,1,5,19.04,179.0,42,1,91.12,critical
68.95,72.46,5.62,9.63,0,37,4.24,26.1,9,2,29.24,low
97.32,85.98,4.24,0.98,0,282,1.11,1.3,5,0,6.92,low
71.06,59.79,9.97,7.26,0,84,6.3,62.9,9,1,32.0,medium
33.12,42.44,12.33,14.09,0,34,8.06,78.8,34,1,52.06,medium
6.94,9.48,22.75,16.86,1,1,18.4,151.2,44,2,88.38,critical
66.06,65.29,8.74,9.78,0,30,5.16,74.8,14,2,34.83,medium
77.14,67.36,10.0,7.02,0,84,3.35,39.3,9,3,29.57,low
1.91,11.66,29.61,19.59,1,5,17.76,164.4,48,3,95.17,critical
53.64,30.69,15.48,9.14,0,58,8.56,62.9,27,3,50.39,medium
45.12,20.79,15.48,11.92,0,59,9.76,135.3,34,2,56.98,medium
82.32,86.63,0.5,1.34,0,103,0.37,4.9,3,3,14.4,low
46.09,28.62,13.69,8.82,1,11,11.81,93.7,32,0,59.1,medium
81.64,99.27,2.39,1.67,0,199,0.74,11.2,2,0,8.31,low
42.57,27.79,15.3,9.73,1,51,10.42,114.1,23,3,63.58,high
4.39,1.12,28.2,18.15,0,3,16.51,163.1,42,3,85.92,critical
99.01,83.43,2.15,2.38,0,179,1.18,0.7,8,2,11.04,low
99.75,76.68,4.09,1.96,0,171,0.68,7.4,3,1,11.0,low
92.84,81.9,1.35,2.29,0,203,1.18,2.0,6,0,9.13,low
37.86,25.34,20.05,10.91,0,23,12.83,74.0,27,3,61.12,high
82.21,91.68,1.67,2.7,0,118,0.95,27.2,2,0,11.3,low
83.18,92.37,1.2,0.13,0,296,0.87,14.4,3,2,9.5,low
67.42,68.99,10.78,6.9,0,106,6.25,32.8,11,3,33.17,medium
13.05,0.17,23.73,17.7,1,1,16.39,179.3,44,2,89.01,critical
34.87,49.16,13.33,11.32,1,44,13.75,136.1,21,3,63.73,high
14.24,2.72,29.9,18.91,1,7,18.03,170.5,44,3,93.82,critical
67.6,71.86,9.04,4.2,0,64,3.53,84.8,8,3,30.3,medium
9.09,2.2,27.61,18.63,1,1,19.25,163.8,48,3,94.82,critical
29.95,39.56,13.58,14.14,1,37,13.96,73.3,35,0,64.02,high
69.3,58.58,10.52,5.28,1,63,4.43,79.7,9,3,42.07,medium
10.14,7.82,25.15,16.68,1,1,18.09,154.4,47,3,90.47,critical
37.1,23.71,17.35,13.57,1,37,11.81,100.4,27,1,66.76,high
78.99,45.24,9.46,6.43,1,149,6.88,42.1,23,1,40.35,medium
90.85,79.59,2.03,2.93,0,259,0.6,19.2,6,0,9.91,low
53.73,39.59,20.06,8.6,0,54,13.77,85.1,22,1,51.24,medium
77.13,45.58,8.84,9.36,0,77,5.95,40.5,24,1,34.33,medium
82.74,99.23,2.04,0.92,0,283,1.81,10.3,7,1,8.78,low
43.23,40.74,14.86,10.13,1,51,11.3,133.1,26,2,60.96,high
2.94,12.96,24.18,19.29,1,5,16.04,160.5,40,1,87.61,critical
63.25,56.9,12.85,8.79,1,124,4.7,84.4,17,1,43.97,medium
33.31,34.96,13.5,10.46,1,57,8.6,131.8,35,2,62.7,high
49.17,40.57,14.62,8.07,0,17,12.55,112.3,37,1,50.83,medium
51.14,20.59,17.23,13.68,1,51,10.84,103.2,28,3,66.28,high
69.21,55.55,13.43,8.64,0,56,4.94,76.2,9,2,36.66,medium
8.24,8.42,27.13,18.59,0,2,17.55,179.7,49,2,83.71,critical
92.99,79.39,3.88,0.03,0,271,0.63,28.6,0,0,8.48,low
27.8,20.33,13.25,11.3,0,24,12.44,140.0,26,1,59.72,medium
14.88,6.58,28.64,18.37,1,7,16.53,153.3,47,3,91.08,critical
63.38,49.24,10.18,8.75,0,95,6.61,45.6,8,1,36.0,medium
96.48,88.61,0.34,1.48,0,299,2.29,13.1,4,0,5.73,low
38.54,40.4,20.56,8.61,1,11,11.75,126.7,36,3,66.75,high
4.44,3.58,22.6,19.78,1,6,16.1,169.2,49,3,92.08,critical
52.25,38.44,21.55,13.73,0,24,13.28,60.3,21,3,57.18,medium
68.74,71.34,12.15,8.21,0,121,4.05,21.1,24,1,30.35,medium
6.02,1.37,28.11,18.04,1,3,18.89,171.1,43,3,95.1,critical
92.22,77.67,3.61,0.76,0,141,1.57,6.3,3,0,11.24,low
99.93,91.02,0.45,2.67,0,192,1.09,10.2,9,0,6.22,low
80.79,90.94,0.38,1.5,0,293,1.06,18.9,6,1,9.75,low
77.45,60.85,14.49,4.21,0,86,5.32,20.8,21,2,31.73,medium
3.94,10.04,26.18,16.64,1,1,18.01,167.3,40,1,88.9,critical
42.53,29.74,20.85,9.97,0,28,8.97,82.6,34,3,57.57,medium
88.68,98.77,0.81,1.39,0,230,1.3,5.8,8,1,7.6,low
72.39,69.11,12.3,6.03,0,134,3.52,88.2,17,1,29.37,low
11.89,2.13,23.66,17.26,1,3,18.24,154.8,41,3,90.3,critical
67.86,67.09,9.01,6.73,0,69,6.54,82.3,12,2,33.02,medium
8.72,2.54,23.85,17.53,1,5,18.51,175.3,47,3,92.21,critical
4.41,14.22,23.42,18.05,1,7,17.77,165.5,49,3,90.59,critical
45.99,37.56,12.08,10.14,0,41,13.07,70.8,34,3,53.42,medium
78.29,72.03,13.4,4.01,0,84,6.81,53.8,18,3,31.67,medium
88.55,87.42,1.31,0.04,0,288,0.39,17.3,0,2,8.86,low
43.77,37.37,15.58,14.16,1,26,12.42,69.6,25,3,64.65,high
0.29,13.27,23.13,17.76,1,6,18.86,169.8,42,3,91.59,critical
50.56,40.9,14.5,14.94,1,52,13.91,99.9,38,3,64.66,high
41.13,42.17,12.09,8.46,1,55,9.42,117.2,27,3,58.92,medium
38.2,36.98,18.67,12.67,1,22,12.91,103.8,29,2,66.73,high
93.62,94.85,4.44,2.54,0,252,2.64,23.6,1,0,8.5,low
61.12,62.53,11.77,5.85,0,34,3.89,89.0,24,2,36.16,medium
12.58,13.75,27.89,18.65,1,6,19.45,174.1,40,3,91.75,critical
47.81,29.64,15.93,12.32,1,33,8.22,99.0,23,2,60.94,high
71.76,58.88,12.34,8.4,0,77,5.81,67.6,9,2,34.92,medium
74.08,64.96,9.09,7.69,0,138,7.8,76.0,15,2,32.49,medium
1.87,11.19,25.62,16.33,1,5,17.97,171.8,49,3,92.15,critical
97.96,97.39,3.64,2.44,0,198,2.15,25.6,1,1,8.47,low
38.85,43.62,16.22,11.12,0,23,11.78,101.6,27,3,55.91,medium
1.59,0.94,23.37,18.36,1,7,17.63,166.9,47,3,93.53,critical
60.59,52.73,9.25,5.42,1,55,6.44,52.8,21,2,44.86,medium
70.99,74.8,9.3,6.6,1,108,6.18,44.7,10,1,35.95,medium
61.82,59.97,7.92,8.22,0,144,3.4,26.9,9,3,32.85,medium
29.3,38.46,12.64,11.78,0,12,13.33,65.0,27,3,57.86,medium
51.57,48.88,17.69,13.33,1,16,9.81,81.3,26,2,59.01,medium
95.51,89.38,0.45,1.53,0,282,2.65,29.0,5,0,6.75,low
37.01,46.25,13.24,8.87,1,25,13.41,70.2,31,3,61.9,high
36.07,47.27,19.98,14.05,1,38,10.02,128.9,22,2,64.7,high
87.93,82.82,4.11,2.2,0,214,0.51,5.2,9,2,13.72,low
0.06,14.77,28.43,17.86,1,1,17.14,179.9,46,3,93.47,critical
62.64,47.63,7.45,5.21,0,116,5.53,36.0,11,2,33.85,medium
5.5,4.82,23.63,17.43,1,2,19.44,179.6,45,3,92.89,critical
57.2,46.56,12.96,6.83,1,147,6.63,73.9,8,1,46.13,medium
8.68,10.46,28.8,19.12,1,2,19.71,179.7,49,3,94.92,critical
36.11,28.4,13.0,12.46,1,35,11.6,113.3,28,3,66.5,high
43.05,22.14,12.74,9.11,1,53,10.89,94.5,39,3,64.09,high
52.34,28.44,19.91,13.51,0,46,12.78,67.7,25,3,57.97,medium
3.81,0.65,25.56,19.05,1,5,17.33,169.9,44,3,94.12,critical
0.95,10.24,23.64,16.07,1,6,17.59,162.7,49,3,91.02,critical
54.53,32.0,16.83,11.93,0,42,13.92,66.5,33,3,55.97,medium
54.77,49.63,21.32,12.57,1,38,9.53,114.7,25,2,59.68,medium
4.72,2.4,25.96,16.86,1,2,16.16,157.8,42,3,91.61,critical
11.09,3.83,22.57,16.7,1,2,18.91,164.7,49,2,89.32,critical
8.0,3.4,25.42,16.28,1,1,16.9,177.4,41,3,90.98,critical
62.6,45.24,13.43,8.04,0,104,6.08,76.3,19,3,41.85,medium
78.15,58.17,12.25,9.23,0,116,6.28,84.6,9,2,34.15,medium
46.81,38.3,16.91,12.5,1,36,9.07,63.2,20,0,56.92,medium
82.02,97.35,1.92,2.52,0,132,2.98,6.7,7,1,12.66,low
89.97,99.81,2.49,0.0,0,160,0.2,4.3,9,0,6.21,low
92.25,94.38,2.48,0.17,0,107,0.21,6.0,7,1,8.68,low
47.49,46.75,21.01,14.58,1,16,9.37,88.4,25,2,62.27,high
84.82,87.65,0.43,0.91,0,111,0.1,9.0,3,1,10.57,low
77.5,52.44,10.55,9.4,0,145,4.5,66.6,22,0,31.14,medium
34.38,20.05,20.42,9.0,0,40,13.78,97.1,29,0,59.07,medium
75.81,71.92,10.64,4.52,0,48,5.86,42.3,8,2,28.72,low
37.71,23.29,18.14,13.57,0,30,13.95,121.0,28,2,62.33,high
3.38,12.07,29.1,17.33,1,3,17.42,162.3,46,3,93.03,critical
88.44,95.21,2.27,1.56,0,221,0.47,15.6,0,2,9.59,low
65.13,50.4,5.92,7.36,0,103,6.61,73.2,7,3,35.82,medium
41.08,25.31,21.49,9.57,1,32,9.93,80.0,27,1,64.02,high
43.36,29.11,15.03,9.42,1,59,11.86,87.6,26,2,61.97,high
78.58,66.93,7.24,7.14,0,135,4.23,52.7,24,2,28.11,low
14.12,13.12,22.78,19.62,1,6,18.68,168.2,40,3,89.04,critical
0.52,10.51,22.25,19.37,1,4,19.36,165.3,48,3,93.14,critical
58.38,54.08,5.18,4.03,1,137,4.26,71.4,23,3,42.01,medium
2.63,13.86,26.75,16.04,0,2,18.93,159.6,48,2,82.81,critical
2.02,11.05,23.29,16.56,1,7,19.49,172.6,44,3,91.67,critical
6.01,3.42,22.71,17.57,1,1,17.42,170.6,43,3,91.11,critical
1.9,11.12,27.56,19.53,1,3,16.01,161.4,48,3,93.2,critical
51.94,25.25,12.72,10.16,0,21,13.33,83.5,22,2,53.04,medium
99.62,76.24,3.13,0.41,0,225,0.95,23.4,3,1,9.69,low
48.34,37.0,13.04,8.62,0,21,9.61,133.5,37,3,52.51,medium
3.05,10.68,26.55,18.31,1,3,18.56,159.2,44,3,93.11,critical
10.69,2.85,26.85,16.69,1,5,19.91,169.7,42,3,93.02,critical
80.83,94.58,0.29,1.85,0,178,1.58,9.3,4,2,12.02,low
38.07,21.19,12.92,14.46,1,58,13.15,72.4,31,3,68.27,high
12.44,1.08,23.74,17.09,0,1,19.05,151.1,48,2,81.98,critical
1.03,7.57,23.61,18.88,1,4,16.83,157.9,41,3,91.71,critical
10.45,14.51,27.02,16.47,1,3,19.81,156.2,41,3,90.53,critical
9.99,9.74,22.63,16.35,1,7,16.99,159.4,42,3,87.79,critical
32.94,47.21,21.86,9.38,1,45,10.74,138.3,39,2,65.85,high
5.72,3.99,23.56,18.35,1,5,18.28,154.1,43,3,91.96,critical
80.51,95.37,2.08,1.74,0,138,2.01,9.8,9,1,12.6,low
80.73,94.58,2.44,1.94,0,203,0.41,1.9,6,1,10.72,low
60.81,68.73,10.65,6.44,0,108,6.93,34.1,12,1,32.21,medium
6.66,10.34,28.71,16.22,1,3,17.71,157.6,44,1,89.12,critical
84.78,81.31,1.46,0.38,0,186,1.99,3.3,7,1,12.26,low
41.89,20.88,14.89,13.99,0,36,10.65,65.1,22,2,56.75,medium
27.12,38.09,14.37,11.93,1,53,11.74,65.1,30,1,63.37,high
80.26,97.23,2.09,2.46,0,151,2.78,29.6,7,2,14.59,low
10.75,5.5,28.9,18.04,1,4,16.24,157.0,47,3,92.09,critical
99.6,97.07,1.81,0.43,1,130,2.64,20.0,5,0,14.37,low
92.13,94.25,4.88,0.15,0,136,2.09,2.3,4,3,12.93,low
96.84,78.36,3.97,0.6,0,129,1.8,7.9,4,1,11.93,low
90.65,88.76,2.52,1.87,0,245,2.33,11.9,4,0,8.91,low
63.15,51.65,5.82,5.08,0,120,5.57,37.5,6,1,30.46,medium
2.05,5.14,29.92,16.61,1,1,17.53,165.5,46,3,94.75,critical
97.85,95.17,3.11,0.63,0,101,1.19,15.6,7,1,8.72,low
97.9,95.57,2.91,1.83,0,236,0.82,16.9,4,2,8.24,low
10.93,10.38,29.21,17.78,1,2,19.77,163.5,46,1,90.73,critical
10.9,14.11,23.67,18.23,1,5,17.26,150.7,42,2,86.89,critical
85.97,91.73,2.73,2.75,0,194,0.77,12.0,2,0,9.53,low
92.67,80.39,1.63,2.33,0,132,0.87,7.3,5,2,13.06,low
61.2,47.41,11.89,9.22,0,124,3.11,76.7,12,0,35.04,medium
96.9,76.39,3.7,0.16,0,292,0.05,16.7,1,0,7.33,low
6.36,0.94,27.76,18.75,0,7,17.28,170.7,42,2,84.85,critical
3.9,7.38,29.22,19.03,1,7,17.0,175.4,44,3,94.49,critical
64.55,55.74,7.58,5.65,0,30,4.13,30.0,17,2,32.9,medium
83.12,94.45,1.29,1.16,0,222,2.53,29.5,7,2,12.34,low
90.31,79.53,4.71,0.68,0,180,2.37,20.2,7,1,13.72,low
10.15,14.11,27.34,19.63,1,1,17.2,175.0,40,3,91.19,critical
31.39,30.54,14.58,12.17,1,49,9.07,76.4,35,2,64.44,high
72.3,47.8,12.44,9.62,0,55,6.52,75.9,13,1,37.35,medium
29.29,34.43,21.33,9.24,1,28,10.85,127.7,30,3,69.31,high
52.99,21.37,12.66,14.74,1,52,9.07,104.4,21,2,61.19,high
14.2,12.19,24.01,18.83,1,4,17.38,176.5,44,3,89.12,critical
9.52,5.23,29.51,19.55,1,6,17.83,169.3,46,3,94.57,critical
14.88,9.62,26.23,16.89,1,1,17.33,169.8,48,2,88.35,critical
5.87,13.57,23.64,18.82,1,1,18.18,172.3,42,3,90.79,critical
11.08,8.76,25.92,18.31,1,1,16.56,165.8,43,2,88.95,critical
66.63,56.1,10.55,8.65,0,30,7.53,26.0,9,1,35.24,medium
93.12,90.11,4.55,2.49,0,232,2.84,2.4,0,1,10.66,low
75.52,46.89,11.32,5.63,1,94,7.98,85.5,21,1,43.5,medium
70.11,73.34,8.31,8.25,0,127,5.06,75.4,10,2,29.86,low
13.21,3.77,22.71,17.83,1,4,16.65,152.5,45,3,88.86,critical
9.57,0.71,29.68,18.86,1,4,17.23,157.9,45,3,94.44,critical
14.54,11.99,22.28,18.41,1,7,17.52,175.3,43,3,88.0,critical
2.54,11.63,28.5,19.05,1,3,16.54,170.8,43,3,93.3,critical
34.32,46.24,16.48,14.08,0,55,12.26,103.4,24,3,57.7,medium
31.65,31.81,19.82,12.13,0,16,11.81,134.9,25,3,62.49,high
63.09,53.46,5.43,7.18,1,57,3.59,78.5,13,0,38.8,medium
69.68,69.46,13.04,4.4,0,85,3.5,85.7,6,1,29.14,low
2.7,2.96,28.38,17.85,0,5,16.94,151.5,46,3,86.19,critical
12.93,0.43,29.78,19.49,1,2,19.5,168.6,41,3,95.42,critical
49.68,21.13,12.33,12.68,1,20,8.1,91.3,22,1,59.07,medium
8.53,6.69,26.25,17.72,1,1,19.77,158.4,49,3,93.32,critical
12.45,6.5,26.55,17.14,1,2,19.02,160.6,48,2,90.51,critical
41.38,20.37,13.81,10.82,0,58,13.14,109.3,24,2,57.21,medium
91.55,93.63,4.18,1.49,0,180,1.04,27.7,1,2,11.29,low
84.99,75.16,3.83,2.79,0,206,0.86,6.5,6,0,13.35,low
14.64,10.89,25.6,19.94,1,2,19.61,162.8,45,3,91.69,critical
0.46,1.51,28.71,16.97,1,4,18.62,151.7,44,3,95.52,critical
70.92,69.27,9.97,6.94,0,99,5.41,68.9,16,0,28.79,low
34.64,42.58,18.24,13.93,1,51,12.67,104.3,37,3,68.39,high
34.84,35.92,13.42,10.29,0,44,8.46,107.3,24,2,52.74,medium
82.27,85.57,0.56,2.12,1,258,2.26,24.9,6,0,18.77,low
93.66,80.85,2.76,1.73,0,268,1.47,28.7,6,0,9.42,low
70.79,60.47,11.48,4.26,0,110,5.73,34.1,23,2,32.27,medium
46.66,36.69,15.95,12.97,1,20,13.52,81.5,22,0,60.47,high
58.19,46.12,10.88,8.93,0,96,5.74,45.0,22,1,38.7,medium
91.08,78.08,1.15,2.06,0,172,2.84,6.1,8,0,11.66,low
57.81,72.63,9.13,9.43,0,67,5.46,86.5,8,2,34.79,medium
55.49,47.6,13.07,9.87,1,145,3.27,89.5,15,1,46.81,medium
34.98,40.8,12.38,9.12,0,44,10.35,130.5,21,1,50.83,medium
25.52,24.75,18.08,10.0,1,39,13.13,104.0,33,3,71.67,high
89.23,88.95,4.66,2.63,0,104,1.85,14.1,8,0,12.52,low
3.41,4.26,29.65,19.06,1,2,16.37,159.6,49,3,95.11,critical
37.92,26.44,16.96,12.23,1,23,12.9,70.1,21,0,63.6,high
14.61,1.86,28.13,18.87,1,4,19.58,164.4,45,3,93.96,critical
25.13,35.05,18.13,13.91,1,35,8.16,67.7,37,3,68.48,high
92.69,80.81,0.22,1.03,0,145,0.1,0.9,5,0,8.23,low
3.93,9.92,28.49,16.34,1,7,19.2,171.7,42,2,92.08,critical
25.02,39.68,14.81,12.55,1,13,9.76,80.8,34,3,66.74,high
99.72,96.79,3.16,0.31,0,148,2.63,8.7,9,0,6.79,low
49.34,21.98,20.82,12.11,0,57,12.55,69.4,25,2,57.94,medium
98.3,97.71,4.43,2.82,0,298,1.61,22.7,5,3,10.16,low
68.4,66.84,10.75,8.79,1,136,6.66,79.0,21,3,43.95,medium
55.11,51.97,10.98,5.25,1,35,3.56,45.0,17,0,42.3,medium
27.64,34.48,21.79,11.19,0,51,11.81,137.6,31,2,62.09,high
0.17,2.68,27.45,17.55,1,1,17.23,162.1,45,3,94.59,critical
81.39,96.98,4.43,2.09,0,205,1.24,28.5,7,1,12.29,low
13.31,3.07,29.18,19.78,1,5,16.12,155.5,46,3,92.77,critical
46.07,35.37,15.66,10.5,1,43,13.88,76.8,29,1,61.17,high
14.54,3.36,27.19,18.19,1,2,16.16,155.5,44,3,90.63,critical
95.02,85.63,1.97,0.77,0,128,0.71,3.1,9,0,8.5,low
80.67,79.36,1.25,1.63,1,133,0.51,11.6,8,0,20.8,low
27.19,40.02,15.69,12.96,1,11,9.99,113.4,24,3,66.9,high
34.59,21.14,14.24,9.86,1,58,11.27,98.1,29,3,66.65,high
7.69,9.7,28.0,18.05,1,3,16.79,154.9,48,2,90.63,critical
80.2,95.66,3.57,1.98,0,189,1.27,13.7,6,3,14.82,low
4.89,13.13,23.54,16.89,1,7,17.36,166.8,49,3,89.94,critical
81.15,95.13,3.25,1.53,0,149,0.73,28.9,6,1,12.21,low
64.76,65.77,9.91,6.06,0,54,7.92,41.4,11,3,35.4,medium
82.56,89.99,1.83,1.9,0,241,0.14,10.1,4,0,8.86,low
11.96,2.37,25.76,19.81,1,6,17.89,177.7,40,3,92.67,critical
80.68,80.27,0.45,2.54,1,178,1.41,14.8,1,1,21.49,low
28.17,28.68,17.18,13.69,0,31,14.0,85.8,26,3,63.48,high
83.64,86.67,4.75,1.95,0,108,1.05,3.4,2,2,15.29,low
6.69,13.79,29.44,18.48,1,4,19.79,150.8,41,3,93.48,critical
99.86,75.63,2.05,0.46,0,285,1.28,7.6,4,1,8.39,low
72.53,67.41,6.47,8.9,0,111,4.6,59.3,17,2,30.01,medium
2.04,13.76,22.61,17.55,1,5,19.56,158.9,40,3,90.8,critical
