currentStock,averageDailyDemand,leadTimeDays,demandVariance,supplierRiskScore,safetyStock,reorderPoint,incomingStockDays,pendingOrderQty,isCriticalItem,riskScore,riskTier
362.99,13.87,14.19,26.12,47.06,134.98,233.42,0.0,0.0,0,19.54,low
3632.66,134.71,25.75,29.86,40.68,1299.74,3034.44,1.4,1699.9,0,6.45,low
43.41,109.47,54.89,128.84,88.6,1089.91,4094.0,0.0,0.0,1,84.64,critical
239.79,97.9,35.31,110.11,72.14,312.85,2041.4,12.9,1771.84,1,54.28,medium
4.16,5.73,55.66,132.59,91.25,45.78,205.37,0.0,0.0,0,73.47,high
59.12,64.77,48.02,134.66,86.43,240.48,1795.74,0.0,0.0,1,77.3,high
196.89,33.31,27.98,57.96,51.59,137.62,603.62,0.0,0.0,0,34.05,medium
206.69,99.66,42.72,116.34,75.97,739.76,2868.44,10.9,1167.47,0,60.4,high
150.3,45.98,35.1,62.02,59.37,183.79,990.68,0.0,0.0,1,54.17,medium
723.14,71.57,25.13,88.07,52.5,637.81,1537.06,0.0,0.0,0,31.18,medium
2274.28,86.78,11.96,4.16,4.4,735.59,1254.74,0.0,0.0,0,2.7,low
8276.68,158.51,9.94,20.5,7.31,1238.58,2026.32,0.0,0.0,0,3.75,low
1556.68,191.59,11.34,73.71,42.9,1290.68,2377.39,0.0,0.0,0,17.49,low
5419.82,191.32,12.4,7.13,21.16,911.11,2097.48,10.4,1542.6,0,2.45,low
627.4,155.26,26.64,116.64,56.31,1099.15,3167.47,0.0,0.0,1,55.78,medium
3442.32,187.7,15.94,59.64,32.92,1295.72,2791.73,0.0,0.0,0,9.89,low
494.52,54.19,20.26,78.8,44.31,297.64,846.5,0.0,0.0,0,27.5,low
4840.53,80.77,10.85,28.0,0.73,775.05,1213.17,0.0,0.0,0,5.69,low
494.5,105.59,41.94,95.07,58.71,586.79,2801.15,12.4,839.92,0,39.73,medium
76.46,18.78,31.09,80.66,75.57,68.0,359.99,18.9,294.53,0,36.76,medium
2098.32,174.65,27.54,68.5,47.56,1110.34,3515.19,0.0,0.0,0,21.34,low
891.86,72.0,34.28,64.46,29.95,297.53,1531.47,0.0,0.0,1,36.43,medium
303.79,37.33,47.82,76.11,56.88,313.42,1206.04,8.1,570.05,0,35.83,medium
5093.38,105.65,7.49,6.19,4.13,849.58,1245.18,0.0,0.0,1,12.2,low
588.4,59.02,32.24,69.66,51.45,333.53,1284.92,11.3,414.26,0,29.41,low
69.56,93.28,56.52,118.79,82.7,352.94,2988.96,0.0,0.0,1,79.52,high
35.06,10.29,46.36,96.3,55.47,35.78,274.33,0.0,0.0,0,41.1,medium
1852.45,175.09,29.68,77.42,54.51,640.82,3239.17,12.2,2442.88,1,30.28,medium
8.52,7.55,55.45,141.39,82.74,32.67,242.0,0.0,0.0,1,77.38,high
1082.97,71.99,20.56,41.17,37.14,570.18,1310.33,0.0,0.0,0,17.18,low
135.17,176.61,57.75,139.41,81.72,897.46,5997.16,0.0,0.0,1,78.36,high
156.54,16.54,41.11,92.96,50.46,140.64,480.55,24.6,295.44,1,43.18,medium
16.94,154.23,50.53,111.66,93.13,601.75,4497.96,0.0,0.0,1,81.74,critical
423.2,47.25,44.72,82.09,54.52,406.83,1463.23,0.0,0.0,0,37.3,medium
18.59,130.14,54.86,118.59,76.86,433.08,4002.72,0.0,0.0,1,82.19,critical
3189.85,168.19,17.08,72.66,34.86,1080.92,2517.68,0.0,0.0,1,21.65,low
85.85,135.71,54.89,112.03,98.64,946.48,4671.18,0.0,0.0,1,82.19,critical
404.97,139.05,42.31,109.51,71.04,547.57,3489.32,0.0,0.0,1,56.82,medium
2074.49,36.94,16.74,2.9,17.55,319.58,628.67,0.0,0.0,0,5.28,low
555.26,140.2,29.46,67.8,72.17,523.86,2589.08,28.0,1157.43,0,31.66,medium
1201.76,107.28,19.46,50.18,35.75,498.33,1542.2,0.0,0.0,0,16.47,low
2721.78,153.93,17.59,26.02,13.56,732.96,2086.38,0.0,0.0,0,6.0,low
17.42,12.6,46.51,139.06,98.3,63.14,356.17,0.0,0.0,1,77.39,high
316.68,23.69,27.57,50.07,27.38,111.88,438.52,0.0,0.0,0,23.96,low
109.66,130.16,42.73,115.83,90.2,836.18,3617.01,0.0,0.0,1,78.98,high
6267.17,129.29,18.55,13.37,21.5,971.04,2169.93,0.0,0.0,0,6.29,low
261.5,14.05,6.25,29.75,24.77,63.51,107.44,0.0,0.0,0,15.81,low
73.36,57.97,59.66,119.54,86.65,306.49,2035.5,0.0,0.0,1,79.0,high
31.28,40.67,58.19,115.6,90.25,212.77,1396.1,0.0,0.0,1,82.07,critical
118.91,95.16,42.28,126.36,92.26,783.68,2795.47,0.0,0.0,1,79.69,high
45.58,196.96,48.18,148.9,88.28,1366.55,6111.75,20.8,3835.74,0,68.02,high
80.71,166.23,57.97,117.51,84.13,738.65,5557.17,0.0,0.0,1,78.99,high
1247.54,168.73,42.81,90.57,73.43,1188.79,4800.31,12.2,898.84,1,41.47,medium
42.47,11.24,30.22,80.68,67.33,83.43,253.27,10.9,173.66,0,49.32,medium
6902.48,174.04,9.0,14.5,10.25,1551.02,2334.29,0.0,0.0,0,3.43,low
615.65,61.65,13.11,9.11,12.57,201.54,605.72,0.0,0.0,0,5.03,low
530.42,159.5,33.66,97.51,77.11,661.39,3345.65,26.3,2285.57,1,49.94,medium
614.07,62.23,13.93,46.42,26.51,215.53,648.98,0.0,0.0,0,14.96,low
48.98,7.86,40.12,104.67,77.64,67.03,224.67,0.0,0.0,0,48.28,medium
4512.17,141.99,14.25,26.21,14.71,786.67,1798.25,0.0,0.0,0,5.88,low
812.32,195.82,48.18,99.77,51.63,1410.32,6128.02,0.0,0.0,0,46.22,medium
944.92,183.69,34.14,72.33,50.35,1514.25,4650.04,0.0,0.0,1,50.19,medium
40.65,153.77,56.35,134.4,88.99,1025.43,5357.76,0.0,0.0,1,83.43,critical
319.93,80.6,42.75,114.0,70.88,523.3,2246.36,0.0,0.0,0,52.52,medium
193.19,147.16,41.74,132.88,96.14,921.65,3993.15,0.0,0.0,1,77.2,high
31.09,42.51,43.69,133.56,88.05,361.36,1289.91,0.0,0.0,1,81.55,critical
485.44,106.96,33.78,47.57,46.56,340.47,2147.17,0.0,0.0,1,39.36,medium
4594.74,167.15,7.46,2.62,1.58,986.12,1609.6,0.0,0.0,0,1.37,low
1240.52,170.33,28.09,91.3,61.87,1275.94,3667.85,0.0,0.0,0,30.29,medium
57.81,163.27,52.25,144.77,84.7,1385.43,5650.62,0.0,0.0,0,72.42,high
40.79,110.72,43.81,124.92,77.03,928.78,3354.15,0.0,0.0,0,71.64,high
283.38,11.17,30.69,56.33,45.56,111.46,282.83,0.0,0.0,1,31.56,medium
763.15,192.3,26.41,106.79,57.46,1114.85,3653.99,0.0,0.0,0,40.15,medium
1211.28,103.78,11.91,70.64,31.08,678.64,1296.56,8.3,2043.96,0,11.12,low
93.93,17.32,28.57,22.72,52.64,55.37,302.85,0.0,0.0,0,34.54,medium
246.05,194.44,44.89,125.03,80.72,1188.58,5552.74,0.0,0.0,0,62.79,high
542.35,193.88,25.28,113.26,79.37,806.7,3257.31,6.9,3285.63,1,49.87,medium
2440.1,88.6,9.64,13.48,14.18,525.85,952.94,0.0,0.0,0,4.81,low
956.31,119.43,34.06,91.51,79.75,1110.46,3144.42,0.0,0.0,0,39.72,medium
1858.99,77.86,14.47,21.94,24.86,296.56,860.05,0.0,0.0,0,8.29,low
325.09,42.59,25.88,21.52,26.48,177.96,728.93,15.3,575.34,0,19.93,low
22.47,115.47,41.32,138.03,83.75,562.34,2947.79,0.0,0.0,1,82.3,critical
570.25,109.23,28.26,84.68,70.8,603.53,2146.89,11.2,1012.5,0,33.4,medium
125.02,35.51,27.64,84.35,60.39,164.09,654.74,9.1,191.61,0,41.33,medium
986.02,99.26,29.53,108.85,66.59,883.6,2349.09,12.0,1146.63,0,31.32,medium
4728.9,118.77,13.87,14.98,0.47,779.54,1603.37,0.0,0.0,0,3.42,low
4041.83,170.23,7.18,29.38,21.59,777.36,1388.86,0.0,0.0,1,15.62,low
398.1,87.59,37.49,74.77,62.14,437.21,2079.22,0.0,0.0,0,39.76,medium
107.45,173.25,56.8,128.43,98.74,682.38,5602.9,0.0,0.0,1,79.56,high
17.35,61.67,51.93,145.96,83.07,232.01,1833.05,0.0,0.0,1,82.63,critical
4439.87,191.19,19.53,27.46,14.28,762.82,2630.26,0.0,0.0,0,6.04,low
613.49,174.67,39.97,91.23,56.68,1072.51,4563.38,31.9,942.11,1,54.92,medium
54.03,28.53,46.01,126.77,82.7,180.36,836.74,0.0,0.0,1,74.51,high
1640.09,178.5,27.43,20.92,36.79,551.39,2999.43,14.7,3517.98,0,14.22,low
2780.04,117.69,23.49,35.23,54.66,1029.43,2411.81,9.5,1809.3,0,9.56,low
1072.9,62.89,14.49,37.86,54.42,568.96,1024.6,0.0,0.0,0,15.69,low
175.85,198.57,41.92,118.12,92.9,871.0,5033.53,0.0,0.0,0,63.59,high
17.85,186.08,46.03,115.19,87.34,1450.17,5732.93,44.7,1742.63,1,79.04,high
1083.4,109.82,31.69,57.94,27.03,434.04,2174.16,0.0,0.0,0,22.83,low
1858.09,69.14,12.79,1.49,0.97,533.43,975.66,0.0,0.0,0,2.08,low
2843.51,77.44,7.38,14.78,20.38,577.91,863.66,0.0,0.0,0,5.72,low
296.5,15.03,15.04,27.86,20.48,76.48,189.5,0.0,0.0,0,16.46,low
1813.17,29.16,14.92,4.34,7.86,287.91,505.42,0.0,0.0,0,4.72,low
816.76,199.67,45.71,73.56,52.69,1518.59,6081.71,33.7,3304.4,1,53.54,medium
517.51,154.21,30.66,103.56,77.88,647.5,3011.8,16.3,1944.41,1,49.35,medium
3308.39,102.01,11.23,18.98,14.43,518.99,1091.81,0.0,0.0,0,5.46,low
1465.15,134.59,26.94,93.12,59.2,1342.99,3155.85,0.0,0.0,0,28.64,low
736.32,106.48,42.37,104.0,56.5,731.06,2986.62,0.0,0.0,0,37.71,medium
886.96,28.57,9.04,13.35,5.55,135.44,264.63,0.0,0.0,0,7.48,low
569.22,160.76,38.81,111.02,70.51,974.59,4094.21,4.0,2865.06,1,54.78,medium
1909.77,119.99,14.69,4.12,6.14,476.03,1357.22,9.2,813.85,0,0.65,low
396.3,35.5,41.64,98.22,51.21,352.48,1091.62,29.0,687.97,0,32.93,medium
376.08,172.18,34.47,81.18,66.02,698.5,3666.09,23.0,2623.98,1,54.98,medium
3917.68,174.24,6.98,7.92,24.66,1286.55,1894.97,0.0,0.0,0,4.44,low
1610.25,93.24,31.75,32.29,21.2,557.47,2037.41,23.2,1769.45,0,12.27,low
487.29,34.84,25.28,79.38,26.09,176.73,617.14,3.3,550.55,0,17.68,low
2115.13,37.33,8.72,21.15,19.42,371.33,534.03,0.0,0.0,0,10.29,low
568.06,190.8,36.87,108.73,50.87,652.07,4169.39,19.1,1504.31,1,44.79,medium
1723.82,115.46,11.39,78.09,45.29,773.53,1430.97,6.9,2099.1,0,11.2,low
511.19,72.91,41.58,79.41,66.74,652.89,2168.7,0.0,0.0,1,55.39,medium
1317.01,144.33,23.08,75.59,48.08,586.13,2252.05,11.5,1755.82,0,19.53,low
2678.65,194.86,13.75,19.47,4.58,597.25,1936.78,11.5,2153.48,0,0.99,low
1212.22,154.83,34.52,71.45,67.35,1099.24,3771.57,0.0,0.0,0,30.44,medium
2951.51,77.44,18.66,19.53,7.58,742.36,1464.73,0.0,0.0,0,6.42,low
317.77,29.99,49.0,119.89,67.49,274.13,1008.91,17.9,193.61,1,46.41,medium
477.42,113.65,31.58,80.22,54.17,531.07,2325.53,0.0,0.0,1,46.31,medium
4911.56,145.76,7.21,28.25,13.99,1049.24,1574.47,0.0,0.0,0,4.97,low
592.21,114.87,43.36,65.56,51.42,790.53,3280.89,41.7,844.38,1,50.02,medium
1851.2,154.83,13.2,22.59,7.48,526.39,1547.88,0.0,0.0,0,4.41,low
155.46,159.75,50.57,139.37,77.32,735.13,4774.6,0.0,0.0,1,75.98,high
100.48,22.55,42.73,118.72,74.0,106.78,588.53,0.0,0.0,0,43.16,medium
13.03,82.94,45.74,140.21,78.2,254.34,2151.16,0.0,0.0,1,81.94,critical
1090.29,186.83,34.68,84.94,70.13,974.02,4213.67,0.0,0.0,1,41.84,medium
1627.2,163.96,40.96,83.97,51.64,1401.24,4759.52,34.5,3080.02,1,37.95,medium
3499.1,108.19,18.77,15.48,14.57,815.76,1831.32,0.0,0.0,0,5.97,low
34.72,118.52,57.58,114.56,75.08,1135.82,4548.04,0.0,0.0,0,73.29,high
926.14,154.5,26.88,87.13,66.63,1085.58,3161.9,0.0,0.0,0,35.19,medium
481.22,55.97,43.41,85.37,50.53,482.74,1697.53,6.6,601.13,1,43.25,medium
490.48,190.15,51.8,137.09,82.53,1728.8,6653.27,0.0,0.0,1,72.19,high
108.86,21.51,31.57,80.99,78.57,101.29,440.88,27.4,381.44,1,47.33,medium
1234.01,122.72,34.54,31.31,23.33,992.45,3112.07,0.0,0.0,0,21.33,low
1.55,9.75,54.79,143.56,85.76,32.62,299.66,0.0,0.0,1,84.17,critical
1383.15,97.21,28.25,38.81,38.6,955.62,2328.63,0.0,0.0,0,20.5,low
3459.9,177.2,18.97,39.32,35.8,1400.85,3081.48,0.0,0.0,0,9.49,low
1026.86,144.33,11.24,74.79,50.86,546.03,1357.34,0.0,0.0,1,28.2,low
3591.72,185.03,15.91,21.59,4.5,691.66,2163.95,0.0,0.0,0,4.06,low
43.52,169.07,41.71,136.02,78.58,1295.83,4821.74,1.2,2286.29,1,75.33,high
976.05,50.38,15.68,65.13,23.32,451.6,846.68,13.2,596.58,0,14.45,low
3362.13,94.05,12.51,25.2,18.89,661.15,1249.31,0.0,0.0,0,7.15,low
86.91,35.74,39.6,75.72,56.03,122.13,829.78,9.9,487.44,0,44.71,medium
1345.49,133.97,13.49,52.84,54.2,563.15,1466.54,0.0,0.0,0,14.52,low
539.68,161.57,49.06,94.64,73.03,663.57,4627.13,0.0,0.0,1,53.46,medium
705.41,58.47,15.53,69.22,43.63,553.18,1007.19,0.0,0.0,0,24.7,low
1691.44,68.69,14.23,16.2,5.74,479.53,968.15,0.0,0.0,0,5.42,low
5912.46,197.99,16.33,10.72,7.54,1015.06,2632.07,0.0,0.0,0,3.73,low
2245.6,132.73,33.51,29.82,54.2,917.15,3141.26,0.0,0.0,0,18.8,low
723.36,63.94,29.81,53.27,45.08,252.23,1205.31,0.0,0.0,0,26.58,low
2520.56,124.9,28.26,47.76,36.44,1243.67,3008.35,0.0,0.0,1,25.65,low
85.65,57.67,44.31,118.5,76.97,498.72,1776.33,0.0,0.0,1,77.47,high
111.82,108.55,54.55,144.55,80.63,1019.89,3980.54,52.0,2019.98,0,70.36,high
83.4,127.48,59.58,137.11,79.5,990.98,4788.93,27.0,701.23,0,70.67,high
319.25,86.45,40.92,102.03,52.54,351.44,2120.25,0.0,0.0,0,41.62,medium
640.31,126.25,43.96,111.2,79.94,1023.87,3799.09,0.0,0.0,1,61.48,high
146.87,109.85,47.7,128.11,82.75,792.68,3412.52,0.0,0.0,1,78.33,high
43.74,5.85,36.11,94.43,72.94,36.6,142.28,0.0,0.0,0,38.03,medium
47.59,40.75,59.49,142.07,75.52,208.0,1420.19,0.0,0.0,1,77.99,high
309.86,187.44,51.08,141.44,87.55,1438.39,6225.02,0.0,0.0,1,75.44,high
559.9,113.84,42.62,60.36,55.2,977.41,3403.07,0.0,0.0,1,55.67,medium
1163.02,144.43,15.96,43.28,29.19,720.05,1872.63,8.3,2693.98,1,21.87,low
26.19,118.98,58.76,124.0,93.79,678.73,4174.2,0.0,0.0,1,85.9,critical
2617.3,113.31,18.16,52.15,44.74,920.28,1949.24,0.0,0.0,0,13.31,low
463.01,97.25,30.31,64.77,79.28,539.68,2013.22,14.8,787.62,1,46.93,medium
339.79,158.29,26.71,90.47,62.58,629.87,2743.53,13.5,1440.14,0,44.01,medium
3480.87,98.5,10.09,0.9,1.59,820.12,1317.21,0.0,0.0,0,1.65,low
55.18,12.39,39.93,63.01,65.66,109.54,356.92,26.7,95.2,0,52.67,medium
5249.26,109.45,10.28,8.69,12.73,809.05,1371.46,0.0,0.0,0,3.85,low
1546.65,142.88,17.22,27.21,54.09,911.52,2141.81,5.6,2717.64,1,21.21,low
29.52,92.54,50.46,126.43,75.12,354.46,2689.46,0.0,0.0,1,81.21,critical
8.64,32.52,47.06,119.03,81.03,272.95,1038.18,0.0,0.0,1,82.96,critical
596.79,76.88,39.78,98.33,54.34,665.13,2194.2,39.7,708.1,1,49.22,medium
333.98,16.54,17.74,26.47,23.68,92.24,239.0,10.4,271.46,0,13.44,low
1695.15,139.46,10.99,43.33,33.93,591.87,1357.86,6.5,733.03,0,6.63,low
585.31,145.81,47.05,119.2,63.09,926.17,4356.26,0.0,0.0,0,49.54,medium
462.92,33.04,9.89,16.86,7.98,143.85,307.25,8.3,600.92,0,5.33,low
335.3,63.78,25.2,88.39,74.05,542.61,1346.22,0.0,0.0,1,58.46,medium
442.75,122.34,40.19,117.36,56.27,595.92,3054.37,0.0,0.0,1,56.21,medium
46.04,27.7,43.79,116.77,83.09,208.36,814.74,0.0,0.0,1,76.6,high
706.47,53.99,28.67,64.22,51.04,313.57,1087.46,0.0,0.0,0,28.25,low
162.43,181.6,45.42,111.63,89.45,788.67,4912.81,0.0,0.0,1,73.8,high
624.0,90.07,29.79,96.82,67.61,889.94,2231.35,0.0,0.0,1,55.42,medium
70.39,138.15,53.76,148.46,78.85,1139.43,4852.71,0.0,0.0,1,82.64,critical
564.79,12.96,7.81,17.29,24.37,120.28,170.9,0.0,0.0,0,15.97,low
5081.11,192.0,13.3,15.16,9.81,1393.05,2669.58,0.0,0.0,0,3.9,low
102.42,39.24,36.0,114.46,69.8,136.16,842.49,10.7,250.31,0,45.02,medium
80.84,49.52,48.48,129.36,89.66,345.22,1545.62,0.0,0.0,0,67.73,high
0.66,14.68,59.18,112.16,85.03,108.94,543.29,16.6,178.47,0,72.87,high
457.73,81.43,26.44,64.93,75.82,605.68,1682.2,0.0,0.0,1,52.13,medium
568.05,131.41,32.29,97.97,63.54,734.42,2856.03,17.3,768.78,1,49.56,medium
892.18,108.77,41.9,74.78,70.63,998.78,3277.55,34.8,1674.61,0,36.89,medium
67.37,143.6,43.14,136.57,99.58,955.57,4053.23,0.0,0.0,1,82.84,critical
638.01,95.42,14.81,69.92,23.66,511.68,1218.29,9.4,1897.8,0,18.4,low
141.36,131.53,51.31,134.57,93.58,542.46,3916.99,0.0,0.0,1,78.12,high
2.04,30.66,59.66,118.87,91.04,149.57,1064.13,18.7,284.64,1,83.67,critical
791.23,144.34,29.58,81.18,52.81,1306.78,3441.38,0.0,0.0,0,41.94,medium
218.45,139.82,55.2,116.64,81.25,1166.87,5026.23,20.7,2729.57,1,74.02,high
1042.87,160.85,38.55,83.78,61.16,1536.5,4636.5,0.0,0.0,1,51.68,medium
24.5,66.77,53.64,116.06,92.34,357.6,2148.17,0.0,0.0,1,84.11,critical
79.34,66.24,43.36,138.21,94.65,574.32,2010.34,0.0,0.0,1,80.56,critical
52.88,136.14,51.6,140.37,79.85,650.33,4163.18,0.0,0.0,1,81.96,critical
37.21,123.92,59.81,142.26,89.46,917.19,4622.91,0.0,0.0,1,85.43,critical
1323.65,172.24,44.84,61.06,57.23,1260.71,5122.55,0.0,0.0,1,40.45,medium
2128.97,184.26,13.6,42.96,23.22,1088.7,2341.55,0.0,0.0,0,9.03,low
2827.76,157.09,14.46,56.04,22.95,993.74,2129.24,9.8,2225.11,0,5.39,low
22.98,14.17,49.53,139.64,78.91,119.04,469.85,0.0,0.0,1,77.79,high
67.14,63.71,48.12,121.06,83.65,500.09,2032.99,0.0,0.0,0,70.1,high
756.93,171.78,29.48,88.79,66.62,900.53,3432.91,0.0,0.0,1,46.62,medium
1933.85,155.42,32.96,41.76,31.35,862.1,3423.11,0.0,0.0,0,19.21,low
1113.34,98.11,29.85,51.13,53.69,484.18,1948.39,0.0,0.0,1,34.39,medium
3113.27,127.7,10.29,23.52,20.6,1106.21,1763.35,6.7,2459.23,0,2.34,low
2630.05,90.0,10.48,21.34,24.74,491.37,963.03,0.0,0.0,0,7.21,low
305.51,59.57,29.08,90.52,70.13,277.76,1143.94,8.6,1118.85,1,43.4,medium
3132.73,95.39,17.57,6.2,20.81,828.37,1666.46,0.0,0.0,0,5.62,low
3299.27,130.78,28.78,49.45,45.01,1153.47,3035.5,0.0,0.0,0,13.78,low
2214.51,94.09,10.78,63.77,21.57,752.07,1259.27,2.1,1196.83,0,6.84,low
1071.0,63.78,9.85,28.97,24.76,208.8,522.87,0.0,0.0,0,9.73,low
627.37,165.44,26.72,61.28,77.42,742.43,2953.11,0.0,0.0,0,35.81,medium
13.15,15.33,47.67,146.41,88.3,90.61,455.91,0.0,0.0,1,80.37,critical
85.09,68.79,51.94,147.96,79.63,296.49,2083.01,0.0,0.0,1,75.71,high
4693.68,126.67,13.98,21.5,14.17,1056.86,1942.51,0.0,0.0,0,5.6,low
63.44,9.96,41.04,63.27,63.09,67.68,271.99,13.0,80.53,0,37.72,medium
607.14,82.97,46.79,101.68,69.49,767.57,2708.57,12.0,1071.92,0,43.1,medium
752.88,84.32,22.83,47.59,44.21,286.37,1248.91,0.0,0.0,1,32.27,medium
4.32,104.84,44.01,131.94,76.3,738.13,3045.21,0.0,0.0,1,82.83,critical
318.66,186.82,57.72,124.21,82.15,1583.72,6975.46,0.0,0.0,1,75.08,high
671.7,23.47,8.28,25.19,20.91,106.34,203.52,0.0,0.0,0,15.61,low
3309.57,152.79,19.21,5.97,1.85,842.18,2309.4,0.0,0.0,0,3.25,low
2194.05,126.87,12.13,29.6,20.36,447.37,1217.15,0.0,0.0,0,6.86,low
1540.68,165.12,20.13,57.13,28.84,558.71,2220.72,17.5,1123.58,1,24.5,low
77.31,165.36,48.82,143.47,76.62,1142.29,5178.99,4.5,3271.65,1,75.76,high
167.09,114.66,43.33,146.86,99.38,683.77,3167.94,0.0,0.0,0,67.91,high
4123.91,107.99,5.43,13.18,24.58,1075.67,1368.6,0.0,0.0,0,5.14,low
218.65,156.71,48.22,142.94,89.74,1532.99,5310.93,0.0,0.0,1,79.41,high
2770.23,169.83,16.81,28.79,22.27,540.86,1968.03,0.0,0.0,0,6.95,low
22.37,25.22,42.75,148.6,78.86,137.89,676.96,0.0,0.0,1,78.02,high
1786.34,124.5,29.13,77.32,35.86,718.96,2532.23,0.0,0.0,0,20.94,low
348.22,100.7,49.77,61.45,57.31,637.51,3143.43,42.2,874.94,1,58.58,medium
1739.09,30.64,10.68,21.4,13.72,295.17,458.78,0.0,0.0,0,11.45,low
33.79,145.44,59.07,128.11,99.46,905.43,5201.24,0.0,0.0,1,85.22,critical
985.12,95.04,40.08,61.04,78.31,921.83,2826.52,0.0,0.0,1,44.17,medium
1145.82,153.1,35.08,99.28,64.31,1255.84,3941.18,13.0,2593.78,0,31.99,medium
1.79,186.68,45.27,135.24,89.71,1179.3,5405.17,17.1,3037.38,1,78.37,high
3418.19,151.58,6.56,9.62,24.05,580.87,1078.21,0.0,0.0,0,4.52,low
1893.42,53.54,6.53,11.05,8.01,312.45,487.35,0.0,0.0,0,4.31,low
5291.07,158.69,10.7,13.51,12.89,1252.39,2101.32,0.0,0.0,0,4.0,low
18.08,18.2,59.29,127.46,98.69,87.43,627.01,0.0,0.0,1,81.44,critical
163.7,198.43,57.87,149.12,85.42,1523.21,7265.25,0.0,0.0,1,79.57,high
284.03,53.09,38.75,112.53,67.93,435.44,1464.25,0.0,0.0,0,49.56,medium
2181.19,130.36,14.83,53.52,46.45,776.3,1743.09,12.4,1477.26,0,10.0,low
48.55,29.19,50.24,145.53,82.54,269.54,1002.88,34.6,458.58,1,76.82,high
953.95,118.17,23.54,33.32,47.88,487.82,1878.78,16.8,2306.34,1,28.06,low
688.4,134.79,21.47,50.6,21.56,425.78,1872.94,0.0,0.0,0,21.34,low
2180.16,158.78,23.01,64.43,51.97,908.94,2735.42,0.0,0.0,0,17.83,low
2403.84,180.89,10.87,27.06,5.21,625.79,1608.53,0.0,0.0,0,3.87,low
131.88,146.41,43.17,122.81,79.29,607.44,3767.83,0.0,0.0,1,74.63,high
188.13,15.46,34.91,58.27,29.7,77.11,346.92,24.8,286.26,0,26.12,low
589.74,78.17,16.18,59.17,43.38,380.86,1013.3,0.0,0.0,0,23.97,low
5611.97,191.38,5.54,7.03,23.35,1519.74,2049.7,0.0,0.0,0,3.98,low
295.34,131.63,31.69,101.01,53.98,561.57,2647.24,24.8,1557.03,1,57.49,medium
2697.74,124.0,33.5,50.19,23.54,1120.74,3197.86,0.0,0.0,0,14.96,low
3310.08,72.0,18.34,23.32,14.71,677.22,1337.42,4.3,1223.99,0,3.09,low
180.99,26.98,26.06,72.11,45.67,92.93,444.54,0.0,0.0,0,31.63,medium
646.22,103.04,29.35,90.09,55.33,956.03,2467.94,0.0,0.0,1,53.4,medium
447.47,84.76,42.26,115.73,65.06,377.47,2168.3,0.0,0.0,1,49.73,medium
742.52,48.61,22.53,24.85,31.93,294.85,842.33,4.5,441.76,1,21.3,low
6.65,20.15,45.7,147.3,89.21,67.99,528.31,0.0,0.0,1,81.83,critical
3457.66,132.44,9.01,18.27,2.38,819.89,1416.47,0.0,0.0,0,3.14,low
6278.82,129.68,15.23,19.97,12.43,1018.96,2006.76,0.0,0.0,0,5.37,low
95.05,165.65,58.79,142.04,95.28,1237.36,6106.46,0.0,0.0,1,83.13,critical
57.06,49.11,44.53,137.62,79.47,389.08,1482.48,0.0,0.0,0,68.68,high
874.38,83.25,18.7,2.51,21.78,282.64,1060.84,0.0,0.0,0,8.63,low
1406.69,127.73,30.89,83.55,75.24,1255.8,3228.82,0.0,0.0,0,31.16,medium
265.14,183.28,55.64,132.71,98.71,1113.06,6212.24,0.0,0.0,0,66.51,high
307.05,182.76,42.63,134.74,92.83,1304.1,5199.81,0.0,0.0,1,74.02,high
6.61,35.78,58.76,138.57,87.49,208.56,1259.91,0.0,0.0,1,85.35,critical
904.79,71.54,34.83,30.67,37.01,625.31,1871.16,0.0,0.0,0,23.53,low
1044.47,126.85,47.09,83.16,60.98,876.04,3862.96,0.0,0.0,0,34.6,medium
553.81,162.06,39.09,115.09,52.69,821.81,3989.47,0.0,0.0,0,44.69,medium
1975.66,129.99,34.95,46.95,49.38,692.17,2963.9,0.0,0.0,0,20.92,low
247.56,63.63,29.22,62.16,72.78,311.49,1241.13,0.0,0.0,1,54.51,medium
3566.44,91.22,14.33,13.01,10.13,887.05,1540.82,0.0,0.0,0,4.84,low
7.48,138.16,57.86,143.34,88.47,752.06,4749.28,0.0,0.0,1,86.02,critical
170.44,110.58,41.32,145.81,97.98,736.55,3021.15,0.0,0.0,1,77.77,high
4180.55,166.97,27.85,26.5,23.43,1488.31,3813.42,0.0,0.0,1,18.43,low
646.43,195.96,31.57,61.12,77.12,872.29,3965.67,14.4,2197.6,1,46.73,medium
123.66,143.46,54.13,119.05,82.08,814.74,4697.15,0.0,0.0,1,78.3,high
7.33,53.25,41.43,136.3,85.28,199.67,1302.8,0.0,0.0,1,82.63,critical
262.87,38.5,28.52,65.23,79.67,248.18,797.16,0.0,0.0,1,47.43,medium
11.93,20.6,41.77,112.09,84.9,76.65,506.93,0.0,0.0,1,78.97,high
1047.07,105.97,11.08,69.46,53.1,869.45,1456.3,0.0,0.0,0,20.77,low
452.93,67.64,19.92,25.47,52.21,322.72,996.23,0.0,0.0,1,33.26,medium
173.78,13.71,17.06,15.17,22.13,42.12,159.1,0.0,0.0,0,16.93,low
4586.54,199.89,17.7,26.63,14.72,948.61,2717.72,0.0,0.0,0,5.73,low
242.24,93.14,28.04,87.56,51.1,404.19,1710.16,10.7,684.09,1,55.01,medium
