etaDeviationHours,weatherLevel,routeRiskIndex,carrierReliability,trackingGapHours,shipmentValueUSD,daysInTransit,supplierRiskScore,isInternational,carrierDelayRate,riskScore,riskTier
13.63,high,26.68,58.64,10.91,102539.9,7.7,37.13,0,29.59,31.82,medium
59.14,high,63.24,42.08,47.82,350855.57,19.9,78.44,1,30.07,65.78,high
115.21,high,86.54,11.67,71.52,458361.24,41.4,91.57,1,59.41,93.94,critical
71.74,medium,59.07,38.45,49.02,207081.39,36.1,54.91,0,31.04,55.69,medium
-1.65,low,13.74,88.3,5.74,26205.52,3.0,4.62,0,6.53,5.42,low
6.47,medium,37.65,54.44,12.35,97743.22,20.7,40.2,1,27.9,32.73,medium
81.56,high,84.35,0.15,64.59,413370.97,41.5,85.52,1,51.87,85.84,critical
5.72,low,11.91,89.08,5.72,18755.55,3.6,14.34,0,6.4,6.86,low
25.68,low,50.87,58.22,14.04,73231.75,5.4,39.64,0,25.2,24.11,low
46.69,high,79.27,42.81,38.5,195087.23,34.5,84.5,0,46.9,60.77,high
8.71,low,7.65,95.39,6.85,21020.26,5.2,18.41,1,0.55,10.67,low
17.86,high,36.3,75.36,13.94,135719.06,17.7,28.45,0,19.21,33.6,medium
87.64,high,94.73,9.67,61.1,397842.0,42.1,91.78,1,58.44,87.53,critical
9.79,medium,39.44,67.45,18.33,108100.1,19.2,41.97,0,25.2,28.87,low
36.08,high,59.32,48.56,33.22,302240.56,31.2,80.4,1,28.97,59.73,medium
7.5,high,35.26,60.27,12.78,106583.76,18.4,23.87,1,26.5,36.51,medium
49.03,high,57.71,44.53,25.37,277199.05,33.5,68.71,1,39.4,61.01,high
84.01,high,88.17,7.94,63.79,381699.27,38.8,80.85,1,53.15,84.35,critical
63.34,medium,68.31,25.26,40.05,323069.18,33.1,75.12,1,28.16,63.25,high
62.43,high,71.85,44.51,45.67,203438.48,24.7,65.05,1,34.08,63.44,high
47.59,medium,65.1,31.5,21.53,237652.58,32.1,72.7,1,35.71,55.39,medium
5.97,low,8.98,98.65,0.03,9252.68,2.6,5.91,0,8.83,4.06,low
4.21,low,2.25,95.08,0.92,25613.17,4.5,3.61,0,1.23,3.42,low
81.62,high,81.96,6.98,71.82,480838.21,40.4,80.86,1,49.92,86.61,critical
35.26,high,84.44,32.56,20.52,267488.99,32.7,73.55,0,45.32,58.75,medium
118.17,medium,94.42,18.23,71.88,499401.71,39.8,82.6,1,58.99,88.76,critical
23.92,high,34.0,57.84,19.09,189282.92,18.5,49.85,0,19.21,39.91,medium
34.1,low,35.65,55.04,10.57,122768.6,7.1,35.81,1,25.19,28.95,low
6.13,low,12.57,84.02,6.2,23458.96,7.1,14.79,0,5.9,8.32,low
118.56,high,98.69,16.66,63.69,483183.57,44.8,84.86,1,51.68,94.79,critical
8.36,low,16.69,80.56,0.02,42282.87,6.3,11.24,0,0.81,8.56,low
94.54,high,95.79,4.73,65.08,408230.85,42.5,96.63,1,51.39,90.1,critical
-1.4,low,18.23,80.12,1.2,37199.27,6.3,5.65,0,5.48,7.14,low
-3.74,low,17.67,97.65,2.39,13526.24,2.5,5.33,0,5.43,4.18,low
11.24,low,42.63,64.78,10.16,183624.14,13.7,30.96,0,14.89,22.14,low
46.85,medium,63.42,28.9,38.17,364017.78,30.3,50.53,1,31.02,57.78,medium
61.3,high,52.84,27.05,48.97,399092.66,30.2,54.29,1,49.45,68.9,high
89.87,high,95.06,14.07,70.28,431478.08,40.7,85.18,1,54.72,88.34,critical
27.0,medium,32.31,52.08,5.32,51187.54,15.9,33.35,1,13.34,31.82,medium
10.68,low,52.46,73.56,22.12,37143.68,8.7,25.77,1,13.41,22.75,low
-2.88,low,0.5,89.18,6.79,24380.08,5.4,18.76,0,5.48,5.31,low
33.58,low,53.69,57.84,8.85,45540.7,7.9,28.51,0,17.59,23.76,low
8.4,medium,54.13,60.32,11.22,140695.98,11.9,42.96,1,15.68,33.22,medium
8.32,low,14.79,85.91,2.33,47975.13,3.5,12.55,0,7.72,8.26,low
100.54,high,82.89,16.01,62.18,407612.62,39.2,95.36,1,56.05,87.81,critical
28.06,low,44.01,65.63,7.3,56123.32,11.4,24.72,1,24.63,25.67,low
29.07,medium,20.55,72.52,8.65,30909.35,5.8,40.89,1,17.59,27.71,low
97.57,high,81.66,16.52,61.94,497865.0,44.2,87.11,1,49.85,89.02,critical
44.62,medium,58.44,43.83,26.58,248528.43,24.6,73.34,1,39.91,52.62,medium
65.08,high,55.66,30.08,41.14,386219.57,31.2,84.91,1,44.66,70.76,high
19.43,low,54.01,67.68,6.29,152550.55,21.2,30.83,1,12.08,28.67,low
45.88,medium,82.59,44.06,35.29,241006.49,28.4,58.49,1,31.76,55.46,medium
-3.96,low,6.84,88.58,5.16,27687.61,4.6,10.31,0,1.51,4.94,low
7.26,low,2.45,86.33,0.15,47856.99,6.2,4.63,0,8.9,6.23,low
5.71,high,38.61,54.34,18.43,190080.07,18.2,30.47,1,18.88,39.79,medium
37.97,high,82.77,45.52,36.23,350493.87,28.1,58.0,0,43.84,59.33,medium
29.17,medium,22.3,70.52,16.96,193129.42,12.3,21.04,0,18.27,28.59,low
65.19,high,72.41,33.85,23.04,255482.58,19.3,53.77,1,32.85,61.87,high
90.23,high,96.9,16.41,57.91,486451.16,41.2,83.87,1,58.36,88.56,critical
100.33,high,91.3,9.43,57.23,464148.27,44.2,85.01,1,52.62,90.08,critical
93.52,high,91.5,15.36,55.65,427432.99,40.0,87.03,1,49.29,86.39,critical
85.21,high,84.61,2.84,59.22,444674.85,41.2,96.04,1,56.42,87.51,critical
88.21,high,80.32,17.15,69.04,491168.7,42.3,81.48,0,52.13,83.06,critical
3.17,low,10.16,90.33,0.42,18089.69,4.4,5.83,0,3.6,4.74,low
2.32,low,8.93,94.7,1.84,45610.95,5.1,12.14,0,4.4,5.49,low
107.02,high,83.5,1.57,69.11,447023.6,39.2,94.81,1,58.61,92.36,critical
81.82,high,97.49,11.93,59.9,425269.93,41.3,93.5,0,48.23,82.41,critical
7.84,medium,50.76,71.68,24.94,67464.02,20.5,46.81,1,13.95,33.06,medium
41.46,high,74.0,38.22,25.33,186859.87,35.6,68.04,1,32.39,59.89,medium
34.95,medium,32.06,57.75,6.81,31620.07,9.3,23.38,1,13.5,30.42,medium
102.93,medium,80.93,0.77,70.73,422294.05,40.1,93.72,1,48.97,84.4,critical
37.09,high,51.74,50.31,28.02,349296.68,19.5,78.59,1,49.1,58.49,medium
7.98,medium,25.78,50.05,24.25,117657.79,19.5,35.21,1,26.07,33.09,medium
43.31,high,74.32,32.22,47.39,217411.63,37.8,60.1,1,36.96,64.11,high
40.17,high,64.35,28.1,42.57,187575.14,32.2,57.25,0,45.89,56.88,medium
10.4,medium,29.08,57.78,16.83,140774.3,15.0,27.58,0,11.97,26.53,low
32.67,medium,33.56,76.41,6.2,168214.21,13.5,43.94,1,13.81,33.94,medium
7.8,low,17.82,99.14,2.19,5560.71,5.7,15.22,0,2.46,6.42,low
106.54,high,89.95,16.98,62.92,444810.14,42.1,93.27,1,50.73,90.62,critical
24.07,medium,53.88,75.0,7.99,77575.74,15.4,22.59,0,14.5,27.64,low
21.51,low,42.15,67.31,5.6,195770.52,8.3,49.95,0,28.37,24.96,low
7.51,low,6.96,86.81,1.16,28648.79,7.9,5.61,0,2.28,6.36,low
16.22,low,26.2,75.28,7.98,58118.88,10.3,23.63,1,10.17,19.28,low
39.33,high,31.02,74.16,7.74,111136.67,13.6,44.85,0,28.65,36.97,medium
87.43,high,83.16,17.51,59.33,490455.05,40.7,88.17,1,48.03,86.12,critical
5.14,low,2.2,94.43,5.44,2655.08,4.8,14.88,0,9.88,5.13,low
15.68,high,42.01,77.16,21.52,180137.26,15.0,49.01,1,28.53,41.4,medium
28.1,high,42.67,56.88,11.72,134668.45,7.5,49.97,1,12.58,41.28,medium
71.78,high,51.5,26.66,28.61,205255.05,35.3,72.97,1,36.5,65.33,high
95.37,high,81.3,10.75,65.71,453937.38,41.6,84.64,1,53.58,88.11,critical
53.95,high,82.35,35.25,35.98,287628.36,23.7,70.15,1,28.73,64.89,high
74.42,medium,55.39,44.79,38.9,391177.99,31.9,64.83,1,41.37,63.14,high
103.44,high,83.49,11.18,66.14,470272.47,39.0,81.21,1,49.95,89.26,critical
97.32,high,86.56,12.3,60.48,415495.42,45.0,80.43,1,50.88,87.51,critical
1.23,low,7.05,93.27,7.66,15427.8,7.7,5.32,0,6.47,5.19,low
54.83,medium,79.18,27.58,41.58,247795.62,31.3,65.72,1,32.92,60.37,high
11.77,low,52.86,54.94,8.52,63011.36,8.8,47.11,0,26.73,22.58,low
34.0,high,32.66,56.78,12.34,151843.66,21.3,31.02,1,29.47,43.71,medium
69.48,medium,72.91,31.9,48.2,349831.15,37.1,62.17,1,34.08,65.89,high
39.6,medium,53.32,59.72,16.62,35412.0,14.6,29.57,1,22.49,36.85,medium
3.25,low,14.06,85.29,2.1,47425.47,6.9,10.26,1,5.84,11.57,low
119.25,high,85.02,1.27,67.78,457309.87,42.2,82.89,1,58.25,94.47,critical
-1.75,low,16.86,87.02,7.3,25692.7,7.7,14.61,0,9.77,7.94,low
108.6,high,81.03,2.81,55.12,465088.43,40.6,99.73,1,53.24,91.38,critical
7.94,low,13.23,98.3,0.18,9267.59,1.6,13.17,0,7.53,5.3,low
117.1,high,85.66,19.5,58.03,485028.44,39.8,89.86,1,58.17,92.03,critical
-0.4,low,18.44,82.98,6.34,26062.64,1.8,6.08,1,1.56,10.15,low
-1.65,low,17.0,83.63,4.53,13029.75,0.5,17.46,0,9.71,6.63,low
44.88,low,65.64,41.01,27.52,163161.63,37.3,78.06,1,36.95,48.31,medium
43.2,high,77.41,39.39,35.0,227094.93,33.4,64.05,1,42.52,62.51,high
-1.13,low,3.14,88.41,1.97,45729.68,5.9,10.36,0,2.6,4.9,low
6.19,low,19.5,93.84,6.01,25768.68,2.2,3.77,0,8.87,6.66,low
63.97,high,61.03,28.11,45.67,197053.59,23.0,52.86,1,35.54,62.72,high
35.62,medium,26.63,51.0,18.23,160582.87,14.9,33.65,1,14.27,36.79,medium
4.62,low,9.18,82.89,7.96,27597.69,1.8,6.73,0,1.91,6.19,low
18.73,medium,25.53,55.51,16.69,73485.25,20.6,30.51,1,16.12,31.74,medium
22.23,high,20.84,54.6,12.16,39581.32,18.4,25.09,0,24.47,32.32,medium
29.43,medium,28.94,71.06,23.61,173384.81,17.4,21.99,0,12.9,30.26,medium
-1.77,low,19.98,93.62,4.83,7994.07,7.6,19.77,0,4.5,6.99,low
109.8,high,83.61,18.58,62.01,444535.22,38.4,81.33,1,49.71,88.51,critical
14.21,medium,53.59,63.84,13.28,97304.68,6.0,43.38,1,19.24,32.29,medium
116.92,high,86.37,15.05,62.17,391919.83,44.6,94.55,1,48.54,91.33,critical
68.98,high,57.09,46.77,44.79,216836.01,34.9,55.83,0,45.79,60.73,high
81.88,high,92.36,5.79,59.75,498593.03,41.9,87.09,0,48.78,83.78,critical
70.18,high,60.04,33.05,37.18,349897.22,36.5,66.35,0,35.17,65.44,high
67.83,high,52.96,49.74,41.87,174778.78,28.4,51.1,1,37.53,60.31,high
-1.44,low,0.18,93.12,0.68,35962.22,0.2,11.75,0,0.67,2.67,low
34.48,high,50.19,50.04,19.02,104667.02,18.7,24.67,1,25.87,44.98,medium
28.54,high,40.9,73.21,20.22,152816.18,17.3,43.8,0,24.54,38.95,medium
-0.84,low,5.59,96.03,6.26,8601.8,1.3,6.53,0,7.84,3.24,low
40.87,high,56.12,29.39,21.98,179224.08,33.6,60.57,1,46.0,57.91,medium
4.19,medium,1.22,80.13,2.35,3098.97,4.4,16.08,0,7.03,11.77,low
6.08,low,11.86,91.06,7.2,38772.07,6.2,17.84,1,9.64,12.35,low
9.83,low,15.73,92.22,8.0,3587.66,3.4,9.25,0,4.33,7.07,low
9.05,low,18.97,83.75,5.1,7014.28,2.2,19.09,0,0.32,8.23,low
6.81,medium,11.57,98.79,4.39,18418.87,0.7,11.31,0,9.82,11.37,low
4.11,low,8.42,80.18,3.2,1942.56,7.7,8.37,0,9.9,6.84,low
89.7,high,92.03,8.99,57.93,435938.05,38.1,85.98,1,56.21,86.89,critical
43.7,high,57.97,26.31,41.52,193669.69,30.3,69.35,0,44.55,57.5,medium
50.83,high,51.15,38.97,49.65,238838.63,22.4,63.78,1,32.37,60.04,high
67.8,high,62.18,33.47,31.73,226183.53,22.0,66.85,1,38.6,63.34,high
111.29,medium,80.24,7.77,61.23,407169.99,43.0,87.05,1,55.77,84.16,critical
63.47,medium,79.13,30.4,43.2,383545.48,23.5,56.83,1,40.63,63.53,high
109.76,high,86.62,14.14,57.84,444061.43,44.2,88.07,1,48.16,90.31,critical
5.01,low,6.74,82.12,3.79,49918.51,5.7,5.11,0,7.67,7.07,low
45.58,high,64.23,41.94,36.03,319168.82,28.9,82.41,0,48.9,60.52,high
114.02,high,88.77,3.59,59.66,463632.68,40.0,98.3,1,48.58,93.16,critical
-4.9,low,4.31,87.52,2.52,33121.12,6.2,9.7,0,1.96,4.86,low
15.83,high,28.71,55.5,21.6,124868.43,18.9,41.99,1,22.67,40.43,medium
33.73,low,20.31,50.69,22.93,36213.8,8.0,33.31,0,11.92,21.85,low
-3.78,high,11.27,80.94,4.94,43118.3,4.6,17.26,1,9.91,23.71,low
14.62,medium,51.07,52.17,5.95,176001.01,9.1,32.12,0,20.64,30.05,medium
-0.45,low,5.43,86.55,1.37,27608.79,2.1,4.44,1,9.53,8.17,low
8.89,low,2.59,98.16,7.9,30279.82,1.9,15.52,0,4.24,5.59,low
35.64,high,39.17,72.29,11.79,40385.96,8.5,25.86,0,28.64,33.78,medium
8.06,medium,3.38,86.86,1.6,11420.84,0.3,4.33,0,6.38,10.48,low
13.64,medium,20.8,53.5,16.9,131983.11,21.3,23.66,1,17.12,31.52,medium
43.5,medium,80.4,44.11,47.33,365745.24,35.4,74.12,1,42.04,62.27,high
64.55,low,72.66,45.31,35.86,357622.36,24.1,69.43,1,47.36,55.59,medium
45.45,medium,73.13,28.57,34.57,171651.05,35.1,65.35,1,46.17,56.77,medium
86.84,high,99.32,7.69,59.72,473720.73,44.3,82.77,1,52.55,89.08,critical
36.08,medium,54.78,50.45,46.18,339476.89,27.3,74.08,1,28.69,54.11,medium
-1.76,low,0.38,93.95,6.5,38695.2,1.9,13.02,0,5.32,4.03,low
7.99,low,8.62,97.69,7.42,1426.07,1.3,15.62,1,1.07,9.15,low
1.11,low,17.91,91.24,0.31,28962.18,2.1,0.87,0,3.09,4.61,low
6.95,low,50.31,64.57,8.27,21601.98,19.3,25.73,1,16.62,22.89,low
91.79,medium,81.34,0.6,64.07,495202.57,42.3,88.5,1,57.29,83.95,critical
4.62,low,10.13,99.96,6.19,13052.69,5.4,6.99,0,3.1,4.8,low
116.89,high,96.62,19.22,59.68,480714.36,42.7,91.43,1,48.37,93.4,critical
21.3,low,51.79,51.74,14.78,86853.3,14.7,27.61,0,12.65,24.33,low
6.08,medium,40.3,56.46,7.9,57260.46,10.7,36.55,1,25.17,29.07,low
101.45,high,84.39,4.56,57.22,420700.29,38.3,82.87,0,56.37,83.93,critical
43.62,high,77.79,38.94,20.27,260332.48,24.4,53.41,1,49.45,59.84,medium
82.51,high,86.54,18.9,67.14,414901.65,38.7,89.62,1,58.23,84.97,critical
99.4,high,88.23,7.94,65.78,461199.37,42.0,88.03,1,58.0,90.78,critical
69.47,high,55.87,46.94,27.65,387547.5,30.7,76.72,0,38.13,63.25,high
71.24,high,84.53,46.91,48.63,299666.36,20.4,74.03,0,31.63,64.77,high
9.17,medium,36.92,62.78,17.4,91315.48,17.5,41.88,1,28.7,32.33,medium
68.23,medium,55.86,50.76,44.05,282675.12,36.0,53.69,1,41.45,59.27,medium
8.87,medium,51.78,73.91,17.29,32648.04,9.8,20.24,0,10.62,23.22,low
100.15,high,84.48,3.0,65.82,492165.14,41.9,87.07,1,57.21,91.56,critical
30.67,low,49.52,68.35,5.24,72683.4,8.9,29.04,1,24.59,26.6,low
40.04,high,82.56,30.35,23.35,342551.35,27.9,79.62,0,41.62,61.14,high
29.69,low,42.61,63.65,17.99,165824.4,16.5,45.1,0,14.25,27.66,low
100.78,high,93.03,3.78,56.6,381273.77,40.9,82.55,1,57.2,88.39,critical
3.83,low,19.93,91.85,6.23,46026.38,2.0,15.75,0,9.0,7.92,low
7.23,low,19.96,81.64,5.84,26293.45,2.4,3.87,0,6.04,7.97,low
9.83,low,8.05,90.44,1.32,20322.09,3.0,6.44,0,0.5,5.44,low
114.56,high,81.19,17.12,66.09,471684.95,38.8,91.06,1,49.9,91.21,critical
11.53,low,23.85,64.52,5.9,31403.98,19.9,46.52,1,24.92,22.85,low
9.92,low,19.31,87.94,4.97,13203.94,1.2,15.07,1,0.37,11.65,low
36.59,high,44.46,65.85,10.22,163240.96,10.3,36.76,0,26.3,39.04,medium
99.02,high,92.76,7.53,56.38,422579.94,40.1,89.44,0,57.1,85.04,critical
0.35,low,13.52,88.78,4.69,47089.49,5.3,14.45,0,1.6,6.67,low
97.78,high,89.8,18.66,70.72,422490.03,44.5,81.84,0,54.23,84.91,critical
-0.82,low,9.31,98.77,1.48,27503.35,4.8,6.21,0,3.59,3.65,low
65.02,high,64.44,40.23,21.3,182892.05,27.9,79.01,1,29.48,61.63,high
3.64,high,8.66,88.11,5.78,20612.84,6.4,12.35,0,1.71,18.27,low
113.9,high,81.87,4.91,70.42,409638.32,40.1,98.01,1,52.96,92.37,critical
-2.66,low,17.54,85.51,1.79,35203.73,3.6,17.06,0,6.29,7.02,low
61.8,high,50.98,32.63,21.7,340806.96,19.7,53.32,1,31.15,60.62,high
1.21,low,18.18,82.7,4.09,47354.3,2.5,11.4,0,7.17,7.57,low
80.63,high,93.08,10.96,67.49,488374.89,41.5,99.15,0,55.84,85.11,critical
93.97,high,92.39,7.59,63.59,488876.81,40.8,89.37,1,48.97,90.03,critical
23.05,low,37.04,61.38,19.88,173393.49,14.6,38.02,0,21.95,26.0,low
2.93,medium,15.37,93.08,4.8,16733.32,7.4,0.01,0,0.13,11.34,low
57.1,medium,83.67,48.6,30.44,369821.26,36.7,75.34,1,46.12,63.53,high
34.26,low,35.43,51.92,24.13,141356.59,18.3,37.79,1,26.94,33.48,medium
3.39,low,7.05,93.65,3.35,16256.55,1.2,19.44,0,1.57,4.73,low
6.2,low,9.2,93.08,2.4,5303.94,7.0,10.82,0,4.71,5.75,low
51.77,high,79.98,43.85,22.15,182865.48,31.4,64.56,1,39.07,60.9,high
86.13,medium,90.48,0.98,61.08,492156.77,42.2,90.93,1,56.29,83.68,critical
72.52,medium,62.96,40.12,27.19,325465.29,32.7,54.34,0,49.33,57.11,medium
27.55,medium,34.56,70.56,22.59,90248.49,5.1,49.64,1,28.25,33.58,medium
1.11,low,16.61,90.81,7.26,19136.24,3.8,16.58,0,9.69,7.02,low
116.55,high,90.18,19.41,69.85,470903.64,42.8,89.06,0,53.53,89.62,critical
45.58,high,71.86,29.92,34.33,298509.29,25.5,70.84,0,38.07,59.71,medium
107.14,medium,91.82,16.6,65.81,482245.95,42.8,97.55,1,56.02,87.03,critical
-4.82,low,5.09,97.99,7.81,2720.64,6.8,0.22,0,2.32,3.13,low
12.87,low,49.68,61.93,22.17,44103.36,12.8,40.94,0,27.11,23.0,low
72.75,high,83.45,43.62,30.03,263118.13,21.9,77.09,1,36.84,67.16,high
11.5,low,37.08,66.4,21.25,132023.41,11.8,49.29,1,15.21,26.5,low
0.95,low,5.54,97.34,1.21,16191.61,1.6,8.44,0,8.13,3.12,low
88.19,high,85.34,16.65,61.41,477448.03,44.4,96.78,1,50.82,88.04,critical
50.14,high,57.08,48.95,41.18,187682.08,25.6,83.55,0,40.39,56.15,medium
84.35,high,90.27,0.09,65.71,457035.27,41.8,83.02,1,56.41,88.4,critical
105.94,high,85.48,9.85,70.2,458865.93,43.5,97.91,1,59.04,93.01,critical
71.52,medium,51.04,35.53,33.14,200345.81,21.3,68.59,0,45.57,52.48,medium
-0.67,low,5.09,83.48,5.77,2128.17,3.2,17.89,1,7.36,9.44,low
41.51,high,81.49,28.02,37.8,278966.32,27.5,56.89,0,35.49,59.28,medium
117.63,high,99.6,16.35,58.41,471480.37,44.0,84.66,1,51.23,93.7,critical
5.99,medium,32.53,75.9,19.23,75959.95,19.3,47.1,0,27.92,26.43,low
4.18,low,11.66,98.08,5.24,1137.4,1.9,5.39,0,1.67,3.85,low
23.94,low,47.17,79.66,5.5,143085.32,10.5,47.49,0,25.75,23.51,low
95.41,high,96.72,0.79,71.69,439733.26,40.5,89.41,1,48.65,91.13,critical
7.36,low,26.64,57.94,15.73,56197.11,17.8,46.7,1,25.04,24.42,low
17.75,low,54.81,66.61,14.61,28905.81,12.5,26.01,0,11.87,20.59,low
52.52,medium,52.42,39.8,36.71,253708.28,26.8,53.86,1,43.38,54.07,medium
71.81,high,81.76,32.0,27.49,376786.67,31.4,72.19,1,35.08,71.57,high
50.83,medium,58.82,37.69,41.15,155295.02,35.2,62.66,1,34.47,54.48,medium
1.88,low,4.37,97.19,3.18,1038.09,5.7,15.32,1,9.24,8.38,low
3.96,low,8.29,82.84,7.03,30295.34,6.9,11.71,1,0.32,11.13,low
93.58,high,95.07,3.87,70.9,427362.32,44.5,85.47,1,56.92,90.85,critical
14.98,high,40.66,72.32,18.39,147767.8,13.3,38.63,0,15.8,34.49,medium
80.4,high,92.23,7.64,69.05,457412.53,40.0,81.7,0,54.34,82.97,critical
2.52,medium,17.6,84.41,6.18,44319.39,6.1,0.8,0,7.68,13.55,low
45.65,medium,80.75,25.36,35.34,189735.94,31.3,50.37,1,41.06,56.33,medium
21.15,high,32.15,65.59,8.82,169313.0,5.0,23.6,0,20.31,32.36,medium
0.12,low,9.4,86.25,0.43,21401.94,1.1,12.37,0,6.63,4.71,low
63.58,high,69.92,47.07,44.96,254633.32,27.5,75.52,1,47.24,66.53,high
40.94,medium,69.05,50.33,32.38,224664.4,27.4,73.03,1,35.68,52.83,medium
102.76,high,92.26,17.8,64.55,492294.21,38.3,95.49,1,59.65,91.54,critical
5.53,high,23.86,68.49,21.06,105922.22,5.9,27.69,0,18.14,28.38,low
61.79,medium,67.84,34.3,20.83,397400.6,34.2,77.27,1,40.11,62.83,high
-1.61,low,8.49,91.28,7.27,16790.37,3.8,13.72,0,8.56,5.45,low
106.57,medium,80.75,18.57,71.19,401932.64,41.1,90.29,1,53.55,83.03,critical
103.08,medium,98.59,17.76,71.01,430093.49,40.7,95.16,1,52.75,85.53,critical
49.49,low,73.9,43.04,33.61,359336.27,33.2,59.48,1,41.56,53.42,medium
35.63,high,25.89,62.85,24.67,152317.0,18.1,36.47,1,19.92,43.22,medium
36.71,high,55.33,44.23,41.4,344062.04,35.6,52.75,1,37.74,60.87,high
14.17,low,21.55,74.57,18.68,145546.72,8.8,49.81,1,29.76,24.83,low
4.58,medium,7.26,97.26,3.56,18963.03,5.2,5.08,0,8.92,10.77,low
80.68,high,96.16,14.65,60.3,415844.99,41.2,85.62,1,50.38,85.08,critical
36.75,high,80.71,43.68,46.02,220186.49,25.8,54.48,1,39.63,60.04,high
4.33,low,13.17,87.9,6.13,45668.89,6.8,15.7,1,1.43,11.91,low
1.36,low,10.64,86.75,3.63,10748.78,5.8,11.81,0,8.31,6.04,low
102.04,medium,87.67,19.74,61.97,389766.03,41.1,85.09,1,57.73,81.45,critical
91.34,high,86.29,7.33,62.56,497874.87,43.6,84.85,1,59.56,89.78,critical
39.36,low,72.16,30.48,40.91,311612.84,18.5,66.01,1,32.42,49.58,medium
111.53,high,96.96,15.96,55.04,408992.21,41.9,84.35,1,51.23,90.03,critical
25.4,medium,25.75,58.43,7.21,179851.51,21.0,26.36,0,28.97,30.79,medium
110.41,high,99.98,1.67,55.91,455640.72,42.1,82.16,1,52.05,92.74,critical
60.62,high,63.39,40.1,28.79,193468.96,27.9,52.12,0,34.33,55.97,medium
89.51,medium,98.5,10.85,58.19,482570.43,42.9,93.31,1,51.02,83.68,critical
108.76,high,83.66,10.17,69.77,479582.03,39.7,86.92,0,58.47,88.13,critical
13.28,low,31.19,65.69,20.31,48974.59,11.8,26.99,0,27.16,19.11,low
116.75,high,95.88,0.39,68.94,423191.84,43.8,91.69,1,59.69,95.78,critical
109.93,high,84.43,16.84,59.64,417695.74,39.3,92.64,1,50.68,89.03,critical
40.45,low,82.85,41.93,38.63,192220.04,30.1,70.93,0,39.61,45.74,medium
63.03,medium,74.43,40.06,24.47,362455.7,28.5,61.57,1,43.15,60.77,high
14.55,low,44.39,71.35,17.88,76426.13,18.4,23.98,0,24.49,21.51,low
1.18,low,11.66,90.97,5.01,19770.07,3.7,10.96,1,0.33,9.11,low
8.28,low,2.82,91.73,6.25,4642.73,6.4,2.03,0,0.59,4.83,low
74.64,medium,54.12,45.32,36.76,214577.53,21.5,50.38,0,47.65,51.91,medium
43.75,high,51.09,28.02,43.17,178712.06,23.9,66.92,1,28.39,57.93,medium
25.17,medium,21.11,65.47,19.39,193211.0,21.5,36.74,0,13.15,31.03,medium
68.3,low,64.66,45.98,26.96,271623.78,23.3,73.22,1,42.76,52.04,medium
-4.05,low,13.65,97.94,4.89,41591.89,7.4,3.83,1,1.29,9.1,low
5.57,low,11.53,94.78,7.74,11549.31,0.2,19.23,1,7.85,10.15,low
98.47,high,99.92,5.95,64.94,439809.42,40.8,81.61,1,49.78,90.32,critical
83.99,low,97.02,10.93,70.82,428443.79,41.4,88.79,1,57.82,76.42,high
2.28,low,17.02,92.49,5.0,1670.05,3.4,10.89,0,5.56,5.66,low
8.04,low,3.67,82.01,7.02,44347.01,5.7,15.13,0,3.72,8.04,low
-0.56,low,8.2,90.85,1.69,6952.22,1.7,16.31,0,7.0,4.33,low
61.69,high,64.27,31.47,25.78,247225.9,22.4,71.35,1,31.1,62.43,high
4.45,low,17.33,95.35,3.42,24913.2,4.8,18.21,0,3.77,6.9,low
36.63,low,29.13,69.29,19.65,123216.61,16.2,42.56,1,19.52,30.01,medium
37.11,low,37.01,78.26,10.2,171386.12,20.8,31.91,1,16.41,30.0,medium
20.84,low,42.37,70.57,8.6,160956.59,12.7,22.79,1,13.01,25.61,low
26.14,low,32.64,74.52,10.15,109080.81,19.2,37.97,0,17.68,22.63,low
63.43,low,70.82,30.3,34.57,362938.27,35.1,50.97,1,46.14,57.05,medium
61.11,high,71.14,50.77,36.4,184619.33,22.3,80.76,1,43.7,62.48,high
89.18,medium,85.84,12.45,59.82,407557.39,40.6,85.19,1,51.57,79.3,high
39.45,high,68.38,35.36,31.04,221393.57,20.2,66.93,1,45.23,58.63,medium
65.48,high,50.63,50.22,37.39,323101.52,32.5,50.85,1,29.93,62.81,high
34.29,low,34.6,66.98,19.49,37220.81,19.3,20.63,0,10.56,22.59,low
-4.72,low,12.81,91.98,6.66,26401.21,6.8,11.5,0,5.83,6.24,low
8.63,low,11.99,86.78,7.44,1142.24,3.8,4.54,0,4.09,6.5,low
68.38,high,82.54,50.86,31.1,305863.15,22.1,54.54,1,28.31,64.34,high
38.94,medium,67.81,44.71,32.36,184401.25,19.3,69.85,0,34.53,46.14,medium
68.63,medium,83.73,36.76,43.89,197632.89,29.9,77.27,1,28.9,61.99,high
17.13,high,53.21,76.37,8.58,135687.87,6.3,46.75,1,17.91,38.15,medium
112.54,high,80.43,19.93,58.36,404715.55,41.8,81.3,1,53.35,87.98,critical
66.82,high,57.48,44.59,47.49,248517.84,25.8,62.23,0,35.99,59.9,medium
84.5,high,94.02,11.49,61.06,408385.87,41.9,99.73,1,53.29,87.2,critical
108.23,medium,89.19,12.13,58.66,389873.36,40.2,83.69,1,53.58,82.62,critical
98.77,high,80.96,0.83,68.23,443370.03,44.8,98.45,1,52.9,91.33,critical
